Year,Lake,Species,Grand_Total,Comments,Functional_Feeding_Group
1916,Saint Clair,Lake Sturgeon,19,,Benthic invertivore
1916,Saint Clair,Lake Whitefish,61,,Benthic invertivore
1916,Saint Clair,Northern Pike,,,Piscivore
1916,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1916,Saint Clair,Walleye,50,,Piscivore
1916,Saint Clair,Yellow Perch,116,,Invertivore
1917,Saint Clair,Carp,188,,Benthic omnivore
1917,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1917,Saint Clair,Herring,0,,Planktivore
1917,Saint Clair,Lake Sturgeon,14,,Benthic invertivore
1917,Saint Clair,Lake Whitefish,31,,Benthic invertivore
1917,Saint Clair,Northern Pike,,,Piscivore
1917,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1917,Saint Clair,Walleye,64,,Piscivore
1917,Saint Clair,Yellow Perch,132,,Invertivore
1918,Saint Clair,Carp,,,Benthic omnivore
1918,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1918,Saint Clair,Herring,0,All: No production over 500 pounds reported since 1941.,Planktivore
1918,Saint Clair,Lake Sturgeon,15,,Benthic invertivore
1918,Saint Clair,Lake Whitefish,29,,Benthic invertivore
1918,Saint Clair,Northern Pike,,,Piscivore
1918,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1918,Saint Clair,Walleye,42,,Piscivore
1918,Saint Clair,Yellow Perch,148,,Invertivore
1919,Saint Clair,Carp,,,Benthic omnivore
1919,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1919,Saint Clair,Lake Sturgeon,11,,Benthic invertivore
1919,Saint Clair,Lake Whitefish,13,,Benthic invertivore
1919,Saint Clair,Northern Pike,,,Piscivore
1919,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1919,Saint Clair,Walleye,61,,Piscivore
1919,Saint Clair,Yellow Perch,140,,Invertivore
1920,Saint Clair,Carp,,,Benthic omnivore
1920,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1920,Saint Clair,Lake Sturgeon,13,,Benthic invertivore
1920,Saint Clair,Lake Whitefish,7,,Benthic invertivore
1920,Saint Clair,Northern Pike,,,Piscivore
1920,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1920,Saint Clair,Walleye,27,,Piscivore
1920,Saint Clair,Yellow Perch,232,,Invertivore
1921,Saint Clair,Carp,,,Benthic omnivore
1921,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1921,Saint Clair,Lake Sturgeon,12,,Benthic invertivore
1921,Saint Clair,Lake Whitefish,2,,Benthic invertivore
1921,Saint Clair,Northern Pike,,,Piscivore
1921,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1921,Saint Clair,Walleye,38,,Piscivore
1921,Saint Clair,Yellow Perch,131,,Invertivore
1922,Saint Clair,Carp,573,,Benthic omnivore
1922,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1922,Saint Clair,Lake Sturgeon,8,,Benthic invertivore
1922,Saint Clair,Lake Whitefish,4,,Benthic invertivore
1922,Saint Clair,Northern Pike,,,Piscivore
1922,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1922,Saint Clair,Walleye,60,,Piscivore
1922,Saint Clair,Yellow Perch,96,,Invertivore
1923,Saint Clair,Carp,,,Benthic omnivore
1923,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1923,Saint Clair,Lake Sturgeon,23,,Benthic invertivore
1923,Saint Clair,Lake Whitefish,2,,Benthic invertivore
1923,Saint Clair,Northern Pike,,,Piscivore
1923,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1923,Saint Clair,Walleye,76,,Piscivore
1923,Saint Clair,Yellow Perch,57,,Invertivore
1924,Saint Clair,Carp,,,Benthic omnivore
1924,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1924,Saint Clair,Lake Sturgeon,19,,Benthic invertivore
1924,Saint Clair,Lake Whitefish,1,,Benthic invertivore
1924,Saint Clair,Northern Pike,,,Piscivore
1924,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1924,Saint Clair,Walleye,58,,Piscivore
1924,Saint Clair,Yellow Perch,101,,Invertivore
1925,Saint Clair,Carp,,,Benthic omnivore
1925,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1925,Saint Clair,Lake Sturgeon,15,,Benthic invertivore
1925,Saint Clair,Lake Whitefish,1,,Benthic invertivore
1925,Saint Clair,Northern Pike,,,Piscivore
1925,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1925,Saint Clair,Walleye,45,,Piscivore
1925,Saint Clair,Yellow Perch,65,,Invertivore
1926,Saint Clair,Carp,,,Benthic omnivore
1926,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1926,Saint Clair,Lake Sturgeon,16,,Benthic invertivore
1926,Saint Clair,Lake Whitefish,1,,Benthic invertivore
1926,Saint Clair,Northern Pike,,,Piscivore
1926,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1926,Saint Clair,Walleye,60,,Piscivore
1926,Saint Clair,Yellow Perch,88,,Invertivore
1927,Saint Clair,Carp,,,Benthic omnivore
1927,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1927,Saint Clair,Lake Sturgeon,10,,Benthic invertivore
1927,Saint Clair,Lake Whitefish,1,,Benthic invertivore
1927,Saint Clair,Northern Pike,,,Piscivore
1927,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1927,Saint Clair,Walleye,48,,Piscivore
1927,Saint Clair,Yellow Perch,66,,Invertivore
1928,Saint Clair,Carp,,,Benthic omnivore
1928,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1928,Saint Clair,Lake Sturgeon,12,,Benthic invertivore
1928,Saint Clair,Lake Whitefish,1,,Benthic invertivore
1928,Saint Clair,Northern Pike,,,Piscivore
1928,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1928,Saint Clair,Walleye,58,,Piscivore
1928,Saint Clair,Yellow Perch,71,,Invertivore
1929,Saint Clair,Carp,,,Benthic omnivore
1929,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1929,Saint Clair,Lake Sturgeon,13,,Benthic invertivore
1929,Saint Clair,Lake Whitefish,0,,Benthic invertivore
1929,Saint Clair,Northern Pike,,,Piscivore
1929,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1929,Saint Clair,Walleye,37,,Piscivore
1929,Saint Clair,Yellow Perch,61,,Invertivore
1930,Saint Clair,Carp,,,Benthic omnivore
1930,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1930,Saint Clair,Lake Sturgeon,20,,Benthic invertivore
1930,Saint Clair,Lake Whitefish,2,,Benthic invertivore
1930,Saint Clair,Northern Pike,,,Piscivore
1930,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1930,Saint Clair,Walleye,34,,Piscivore
1930,Saint Clair,Yellow Perch,70,,Invertivore
1931,Saint Clair,Carp,,,Benthic omnivore
1931,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1931,Saint Clair,Lake Sturgeon,13,,Benthic invertivore
1931,Saint Clair,Lake Whitefish,0,,Benthic invertivore
1931,Saint Clair,Northern Pike,,,Piscivore
1931,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1931,Saint Clair,Walleye,33,,Piscivore
1931,Saint Clair,Yellow Perch,68,,Invertivore
1932,Saint Clair,Carp,,,Benthic omnivore
1932,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1932,Saint Clair,Lake Sturgeon,14,,Benthic invertivore
1932,Saint Clair,Lake Whitefish,2,,Benthic invertivore
1932,Saint Clair,Northern Pike,,,Piscivore
1932,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1932,Saint Clair,Walleye,31,,Piscivore
1932,Saint Clair,Yellow Perch,58,,Invertivore
1933,Saint Clair,Carp,,,Benthic omnivore
1933,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1933,Saint Clair,Lake Sturgeon,7,,Benthic invertivore
1933,Saint Clair,Lake Whitefish,0,,Benthic invertivore
1933,Saint Clair,Northern Pike,,,Piscivore
1933,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1933,Saint Clair,Walleye,28,,Piscivore
1933,Saint Clair,Yellow Perch,40,,Invertivore
1934,Saint Clair,Carp,,,Benthic omnivore
1934,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1934,Saint Clair,Lake Sturgeon,9,,Benthic invertivore
1934,Saint Clair,Lake Whitefish,0,,Benthic invertivore
1934,Saint Clair,Northern Pike,,,Piscivore
1934,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1934,Saint Clair,Walleye,33,,Piscivore
1934,Saint Clair,Yellow Perch,43,,Invertivore
1935,Saint Clair,Carp,,,Benthic omnivore
1935,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1935,Saint Clair,Lake Sturgeon,8,,Benthic invertivore
1935,Saint Clair,Lake Whitefish,2,,Benthic invertivore
1935,Saint Clair,Northern Pike,,,Piscivore
1935,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1935,Saint Clair,Walleye,35,,Piscivore
1935,Saint Clair,Yellow Perch,39,,Invertivore
1936,Saint Clair,Carp,,,Benthic omnivore
1936,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1936,Saint Clair,Lake Sturgeon,7,,Benthic invertivore
1936,Saint Clair,Lake Whitefish,1,,Benthic invertivore
1936,Saint Clair,Northern Pike,,,Piscivore
1936,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1936,Saint Clair,Walleye,45,,Piscivore
1936,Saint Clair,Yellow Perch,33,,Invertivore
1937,Saint Clair,Carp,,,Benthic omnivore
1937,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1937,Saint Clair,Lake Sturgeon,10,,Benthic invertivore
1937,Saint Clair,Lake Whitefish,0,,Benthic invertivore
1937,Saint Clair,Northern Pike,,,Piscivore
1937,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1937,Saint Clair,Walleye,48,,Piscivore
1937,Saint Clair,Yellow Perch,32,,Invertivore
1938,Saint Clair,Carp,,,Benthic omnivore
1938,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1938,Saint Clair,Lake Sturgeon,9,,Benthic invertivore
1938,Saint Clair,Lake Whitefish,0,,Benthic invertivore
1938,Saint Clair,Northern Pike,,,Piscivore
1938,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1938,Saint Clair,Walleye,49,,Piscivore
1938,Saint Clair,Yellow Perch,29,,Invertivore
1939,Saint Clair,Carp,386,,Benthic omnivore
1939,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1939,Saint Clair,Lake Sturgeon,9,,Benthic invertivore
1939,Saint Clair,Lake Whitefish,1,,Benthic invertivore
1939,Saint Clair,Northern Pike,,,Piscivore
1939,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1939,Saint Clair,Walleye,59,,Piscivore
1939,Saint Clair,Yellow Perch,39,,Invertivore
1940,Saint Clair,Carp,424,,Benthic omnivore
1940,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1940,Saint Clair,Lake Sturgeon,8,,Benthic invertivore
1940,Saint Clair,Lake Whitefish,1,,Benthic invertivore
1940,Saint Clair,Northern Pike,,,Piscivore
1940,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1940,Saint Clair,Walleye,54,,Piscivore
1940,Saint Clair,Yellow Perch,35,,Invertivore
1941,Saint Clair,Carp,518,,Benthic omnivore
1941,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1941,Saint Clair,Lake Sturgeon,11,,Benthic invertivore
1941,Saint Clair,Lake Whitefish,1,,Benthic invertivore
1941,Saint Clair,Northern Pike,,,Piscivore
1941,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1941,Saint Clair,Walleye,83,,Piscivore
1941,Saint Clair,Yellow Perch,66,,Invertivore
1942,Saint Clair,Carp,208,,Benthic omnivore
1942,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1942,Saint Clair,Lake Sturgeon,3,,Benthic invertivore
1942,Saint Clair,Northern Pike,,,Piscivore
1942,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1942,Saint Clair,Walleye,60,,Piscivore
1942,Saint Clair,Yellow Perch,33,,Invertivore
1943,Saint Clair,Carp,130,,Benthic omnivore
1943,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1943,Saint Clair,Lake Sturgeon,9,,Benthic invertivore
1943,Saint Clair,Northern Pike,,,Piscivore
1943,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1943,Saint Clair,Walleye,48,,Piscivore
1943,Saint Clair,Yellow Perch,35,,Invertivore
1944,Saint Clair,Carp,246,,Benthic omnivore
1944,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1944,Saint Clair,Lake Sturgeon,4,,Benthic invertivore
1944,Saint Clair,Northern Pike,,,Piscivore
1944,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1944,Saint Clair,Walleye,53,,Piscivore
1944,Saint Clair,Yellow Perch,40,,Invertivore
1945,Saint Clair,Carp,234,,Benthic omnivore
1945,Saint Clair,Channel Catfish and Bullheads,,,Benthic omnivore
1945,Saint Clair,Lake Sturgeon,2,,Benthic invertivore
1945,Saint Clair,Northern Pike,,,Piscivore
1945,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1945,Saint Clair,Walleye,55,,Piscivore
1945,Saint Clair,Yellow Perch,33,,Invertivore
1946,Saint Clair,Carp,288,,Benthic omnivore
1946,Saint Clair,Channel Catfish,,,Benthic omnivore
1946,Saint Clair,Channel Catfish and Bullheads,76,,Benthic omnivore
1946,Saint Clair,Lake Sturgeon,4,,Benthic invertivore
1946,Saint Clair,Northern Pike,,,Piscivore
1946,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1946,Saint Clair,Walleye,49,,Piscivore
1946,Saint Clair,Yellow Perch,37,,Invertivore
1947,Saint Clair,Carp,141,,Benthic omnivore
1947,Saint Clair,Channel Catfish,,,Benthic omnivore
1947,Saint Clair,Channel Catfish and Bullheads,102,,Benthic omnivore
1947,Saint Clair,Lake Sturgeon,5,,Benthic invertivore
1947,Saint Clair,Northern Pike,,,Piscivore
1947,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1947,Saint Clair,Walleye,35,,Piscivore
1947,Saint Clair,Yellow Perch,29,,Invertivore
1948,Saint Clair,Carp,282,,Benthic omnivore
1948,Saint Clair,Channel Catfish,,,Benthic omnivore
1948,Saint Clair,Channel Catfish and Bullheads,69,,Benthic omnivore
1948,Saint Clair,Lake Sturgeon,6,,Benthic invertivore
1948,Saint Clair,Northern Pike,,,Piscivore
1948,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1948,Saint Clair,Walleye,44,,Piscivore
1948,Saint Clair,Yellow Perch,11,,Invertivore
1949,Saint Clair,Carp,322,,Benthic omnivore
1949,Saint Clair,Channel Catfish,,,Benthic omnivore
1949,Saint Clair,Channel Catfish and Bullheads,86,,Benthic omnivore
1949,Saint Clair,Lake Sturgeon,5,,Benthic invertivore
1949,Saint Clair,Northern Pike,,,Piscivore
1949,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1949,Saint Clair,Walleye,53,,Piscivore
1949,Saint Clair,Yellow Perch,18,,Invertivore
1950,Saint Clair,Carp,294,,Benthic omnivore
1950,Saint Clair,Channel Catfish,,,Benthic omnivore
1950,Saint Clair,Channel Catfish and Bullheads,48,,Benthic omnivore
1950,Saint Clair,Lake Sturgeon,7,,Benthic invertivore
1950,Saint Clair,Northern Pike,,,Piscivore
1950,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1950,Saint Clair,Walleye,37,,Piscivore
1950,Saint Clair,Yellow Perch,22,,Invertivore
1951,Saint Clair,Carp,191,,Benthic omnivore
1951,Saint Clair,Channel Catfish,,,Benthic omnivore
1951,Saint Clair,Channel Catfish and Bullheads,38,,Benthic omnivore
1951,Saint Clair,Lake Sturgeon,8,,Benthic invertivore
1951,Saint Clair,Northern Pike,,,Piscivore
1951,Saint Clair,Suckers,,Not listed separately in Canadian reports until 1952. ,Benthic omnivore
1951,Saint Clair,Walleye,34,,Piscivore
1951,Saint Clair,Yellow Perch,22,,Invertivore
1952,Saint Clair,Carp,411,,Benthic omnivore
1952,Saint Clair,Channel Catfish,53,,Benthic omnivore
1952,Saint Clair,Lake Sturgeon,7,,Benthic invertivore
1952,Saint Clair,Northern Pike,,,Piscivore
1952,Saint Clair,Suckers,126,,Benthic omnivore
1952,Saint Clair,Walleye,68,,Piscivore
1952,Saint Clair,Yellow Perch,30,,Invertivore
1953,Saint Clair,Carp,575,,Benthic omnivore
1953,Saint Clair,Channel Catfish,58,,Benthic omnivore
1953,Saint Clair,Lake Sturgeon,11,,Benthic invertivore
1953,Saint Clair,Northern Pike,,,Piscivore
1953,Saint Clair,Suckers,114,,Benthic omnivore
1953,Saint Clair,Walleye,73,,Piscivore
1953,Saint Clair,Yellow Perch,38,,Invertivore
1954,Saint Clair,Carp,615,,Benthic omnivore
1954,Saint Clair,Channel Catfish,82,,Benthic omnivore
1954,Saint Clair,Lake Sturgeon,11,,Benthic invertivore
1954,Saint Clair,Northern Pike,,,Piscivore
1954,Saint Clair,Suckers,137,,Benthic omnivore
1954,Saint Clair,Walleye,71,,Piscivore
1954,Saint Clair,Yellow Perch,23,,Invertivore
1955,Saint Clair,Carp,497,,Benthic omnivore
1955,Saint Clair,Channel Catfish,71,,Benthic omnivore
1955,Saint Clair,Lake Sturgeon,13,,Benthic invertivore
1955,Saint Clair,Northern Pike,,,Piscivore
1955,Saint Clair,Suckers,92,,Benthic omnivore
1955,Saint Clair,Walleye,54,,Piscivore
1955,Saint Clair,Yellow Perch,14,,Invertivore
1956,Saint Clair,Carp,695,,Benthic omnivore
1956,Saint Clair,Channel Catfish,85,,Benthic omnivore
1956,Saint Clair,Lake Sturgeon,12,,Benthic invertivore
1956,Saint Clair,Northern Pike,,,Piscivore
1956,Saint Clair,Suckers,122,,Benthic omnivore
1956,Saint Clair,Walleye,56,,Piscivore
1956,Saint Clair,Yellow Perch,19,,Invertivore
1957,Saint Clair,Carp,836,,Benthic omnivore
1957,Saint Clair,Channel Catfish,86,,Benthic omnivore
1957,Saint Clair,Lake Sturgeon,12,,Benthic invertivore
1957,Saint Clair,Northern Pike,,,Piscivore
1957,Saint Clair,Suckers,100,,Benthic omnivore
1957,Saint Clair,Walleye,75,,Piscivore
1957,Saint Clair,Yellow Perch,28,,Invertivore
1958,Saint Clair,Carp,679,,Benthic omnivore
1958,Saint Clair,Channel Catfish,47,,Benthic omnivore
1958,Saint Clair,Lake Sturgeon,17,,Benthic invertivore
1958,Saint Clair,Northern Pike,,,Piscivore
1958,Saint Clair,Suckers,75,,Benthic omnivore
1958,Saint Clair,Walleye,67,,Piscivore
1958,Saint Clair,Yellow Perch,49,,Invertivore
1959,Saint Clair,Carp,553,,Benthic omnivore
1959,Saint Clair,Channel Catfish,58,,Benthic omnivore
1959,Saint Clair,Lake Sturgeon,11,,Benthic invertivore
1959,Saint Clair,Northern Pike,,,Piscivore
1959,Saint Clair,Suckers,108,,Benthic omnivore
1959,Saint Clair,Walleye,102,,Piscivore
1959,Saint Clair,Yellow Perch,37,,Invertivore
1960,Saint Clair,Carp,301,,Benthic omnivore
1960,Saint Clair,Channel Catfish,86,,Benthic omnivore
1960,Saint Clair,Lake Sturgeon,13,,Benthic invertivore
1960,Saint Clair,Northern Pike,,,Piscivore
1960,Saint Clair,Suckers,113,,Benthic omnivore
1960,Saint Clair,Walleye,138,,Piscivore
1960,Saint Clair,Yellow Perch,35,,Invertivore
1961,Saint Clair,Carp,267,,Benthic omnivore
1961,Saint Clair,Channel Catfish,79,,Benthic omnivore
1961,Saint Clair,Lake Sturgeon,14,,Benthic invertivore
1961,Saint Clair,Northern Pike,,,Piscivore
1961,Saint Clair,Suckers,132,,Benthic omnivore
1961,Saint Clair,Walleye,236,,Piscivore
1961,Saint Clair,Yellow Perch,22,,Invertivore
1962,Saint Clair,Carp,306,,Benthic omnivore
1962,Saint Clair,Channel Catfish,86,,Benthic omnivore
1962,Saint Clair,Lake Sturgeon,13,,Benthic invertivore
1962,Saint Clair,Northern Pike,,,Piscivore
1962,Saint Clair,Suckers,116,,Benthic omnivore
1962,Saint Clair,Walleye,260,,Piscivore
1962,Saint Clair,Yellow Perch,11,,Invertivore
1963,Saint Clair,Carp,284,,Benthic omnivore
1963,Saint Clair,Channel Catfish,83,,Benthic omnivore
1963,Saint Clair,Lake Sturgeon,13,,Benthic invertivore
1963,Saint Clair,Northern Pike,,,Piscivore
1963,Saint Clair,Suckers,108,,Benthic omnivore
1963,Saint Clair,Walleye,329,,Piscivore
1963,Saint Clair,Yellow Perch,16,,Invertivore
1964,Saint Clair,Carp,219,,Benthic omnivore
1964,Saint Clair,Channel Catfish,62,,Benthic omnivore
1964,Saint Clair,Lake Sturgeon,9,,Benthic invertivore
1964,Saint Clair,Northern Pike,,,Piscivore
1964,Saint Clair,Suckers,90,,Benthic omnivore
1964,Saint Clair,Walleye,356,,Piscivore
1964,Saint Clair,Yellow Perch,21,,Invertivore
1965,Saint Clair,Carp,251,,Benthic omnivore
1965,Saint Clair,Channel Catfish,67,,Benthic omnivore
1965,Saint Clair,Lake Sturgeon,10,,Benthic invertivore
1965,Saint Clair,Northern Pike,,,Piscivore
1965,Saint Clair,Suckers,42,,Benthic omnivore
1965,Saint Clair,Walleye,274,,Piscivore
1965,Saint Clair,Yellow Perch,47,,Invertivore
1966,Saint Clair,Carp,326,,Benthic omnivore
1966,Saint Clair,Channel Catfish,48,,Benthic omnivore
1966,Saint Clair,Lake Sturgeon,11,,Benthic invertivore
1966,Saint Clair,Northern Pike,,,Piscivore
1966,Saint Clair,Suckers,67,,Benthic omnivore
1966,Saint Clair,Walleye,249,,Piscivore
1966,Saint Clair,Yellow Perch,36,,Invertivore
1967,Saint Clair,Carp,215,,Benthic omnivore
1967,Saint Clair,Channel Catfish,74,,Benthic omnivore
1967,Saint Clair,Lake Sturgeon,12,,Benthic invertivore
1967,Saint Clair,Northern Pike,,,Piscivore
1967,Saint Clair,Suckers,80,,Benthic omnivore
1967,Saint Clair,Walleye,184,,Piscivore
1967,Saint Clair,Yellow Perch,64,,Invertivore
1968,Saint Clair,Carp,290,,Benthic omnivore
1968,Saint Clair,Channel Catfish,109,,Benthic omnivore
1968,Saint Clair,Lake Sturgeon,13,,Benthic invertivore
1968,Saint Clair,Northern Pike,,,Piscivore
1968,Saint Clair,Suckers,122,,Benthic omnivore
1968,Saint Clair,Walleye,226,,Piscivore
1968,Saint Clair,Yellow Perch,59,,Invertivore
1969,Saint Clair,Carp,82,,Benthic omnivore
1969,Saint Clair,Channel Catfish,67,,Benthic omnivore
1969,Saint Clair,Lake Sturgeon,17,,Benthic invertivore
1969,Saint Clair,Northern Pike,,,Piscivore
1969,Saint Clair,Suckers,107,,Benthic omnivore
1969,Saint Clair,Walleye,328,,Piscivore
1969,Saint Clair,Yellow Perch,48,,Invertivore
1970,Saint Clair,Carp,3,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1970,Saint Clair,Channel Catfish,0,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1970,Saint Clair,Lake Sturgeon,0,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic invertivore
1970,Saint Clair,Northern Pike,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Piscivore
1970,Saint Clair,Suckers,31,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1970,Saint Clair,Walleye,43,ONT: Discovery of mercury contamination resulted in closure of the commercial fishery.,Piscivore
1970,Saint Clair,Yellow Perch,3,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Invertivore
1971,Saint Clair,Carp,,No catches reported since 1970,Benthic omnivore
1971,Saint Clair,Channel Catfish,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1971,Saint Clair,Lake Sturgeon,0,All:  G127commercial fishery closed,Benthic invertivore
1971,Saint Clair,Northern Pike,,No catches reported since 1970,Piscivore
1971,Saint Clair,Suckers,,No catches reported since 1970.,Benthic omnivore
1971,Saint Clair,Yellow Perch,,No catches reported since 1970.,Invertivore
1972,Saint Clair,Carp,,No catches reported since 1970,Benthic omnivore
1972,Saint Clair,Channel Catfish,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1972,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1972,Saint Clair,Northern Pike,,No catches reported since 1970,Piscivore
1972,Saint Clair,Suckers,,No catches reported since 1970.,Benthic omnivore
1972,Saint Clair,Yellow Perch,,No catches reported since 1970.,Invertivore
1973,Saint Clair,Carp,,No catches reported since 1970,Benthic omnivore
1973,Saint Clair,Channel Catfish,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1973,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1973,Saint Clair,Northern Pike,,No catches reported since 1970,Piscivore
1973,Saint Clair,Suckers,,No catches reported since 1970.,Benthic omnivore
1973,Saint Clair,Yellow Perch,,No catches reported since 1970.,Invertivore
1974,Saint Clair,Carp,,No catches reported since 1970,Benthic omnivore
1974,Saint Clair,Channel Catfish,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1974,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1974,Saint Clair,Northern Pike,,No catches reported since 1970,Piscivore
1974,Saint Clair,Suckers,,No catches reported since 1970.,Benthic omnivore
1974,Saint Clair,Yellow Perch,,No catches reported since 1970.,Invertivore
1975,Saint Clair,Carp,,No catches reported since 1970,Benthic omnivore
1975,Saint Clair,Channel Catfish,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1975,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1975,Saint Clair,Northern Pike,,No catches reported since 1970,Piscivore
1975,Saint Clair,Suckers,,No catches reported since 1970.,Benthic omnivore
1975,Saint Clair,Yellow Perch,,No catches reported since 1970.,Invertivore
1976,Saint Clair,Carp,,No catches reported since 1970,Benthic omnivore
1976,Saint Clair,Channel Catfish,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1976,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1976,Saint Clair,Northern Pike,,No catches reported since 1970,Piscivore
1976,Saint Clair,Suckers,,No catches reported since 1970.,Benthic omnivore
1976,Saint Clair,Yellow Perch,,No catches reported since 1970.,Invertivore
